X,Y,publicaddress,caseNumber,precinct,reportedDate,reportedTime,beginDate,reportedDateTime,beginTime,offense,description,UCRCode,enteredDate,centergbsid,centerLong,centerLat,centerX,centerY,neighborhood,lastchanged,LastUpdateDateETL,OBJECTID
-93.26765624,44.95822968,0024XX PORTLAND AVE ,MP202078897         ,3,2020/03/25 00:00:00+00,2200,2020/03/25 00:00:00+00,2020/03/25 22:00:00+00,300,THEFT   ,OTHER THEFT                   ,7,2020/03/26 00:00:00+00,20698,-93.26766409,44.95823502,-10382508,5614948,Phillips West,2020/03/26 00:00:00+00,2020/07/15 07:00:22+00,2286
-93.27809466,44.90273451,0055XX NICOLLET AVE ,MP202078904         ,5,2020/03/25 00:00:00+00,1632,2020/03/25 00:00:00+00,2020/03/25 16:32:00+00,1632,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/03/26 00:00:00+00,16026,-93.27809735,44.9027372,-10383670,5606222,Windom,2020/03/26 00:00:00+00,2020/07/15 07:00:22+00,2287
-93.28296353,44.95463805,0026XX PLEASANT AVE ,MP202078906         ,5,2020/03/25 00:00:00+00,2121,2020/03/25 00:00:00+00,2020/03/25 21:21:00+00,1638,THEFT   ,OTHER THEFT                   ,7,2020/03/26 00:00:00+00,16790,-93.28296447,44.95463884,-10384212,5614383,Whittier,2020/03/26 00:00:00+00,2020/07/15 07:00:22+00,2288
-93.2229381,44.93495953,0037XX 34TH AVE S,MP202078924         ,3,2020/03/25 00:00:00+00,2108,2020/03/17 00:00:00+00,2020/03/25 21:08:00+00,0,TMVP    ,THEFT-MOTR VEH PARTS          ,7,2020/03/26 00:00:00+00,12471,-93.22293929,44.93496494,-10377530,5611288,Howe,2020/03/26 00:00:00+00,2020/07/15 07:00:22+00,2289
-93.26257177,44.95821697,0024XX CHICAGO AVE ,MP202078967         ,3,2020/03/25 00:00:00+00,1929,2020/03/24 00:00:00+00,2020/03/25 19:29:00+00,1700,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/03/25 00:00:00+00,18932,-93.26257942,44.95822156,-10381942,5614946,Midtown Phillips,2020/03/26 00:00:00+00,2020/07/15 07:00:22+00,2290
-93.27970265,44.94383,0032XX BLAISDELL AVE ,MP202078996         ,5,2020/03/26 00:00:00+00,28,2020/03/25 00:00:00+00,2020/03/26 00:28:00+00,1820,ASLT2   ,ASSLT W/DNGRS WEAPON          ,5,2020/03/26 00:00:00+00,14077,-93.27970619,44.94383061,-10383849,5612683,Lyndale,2020/03/31 00:00:00+00,2020/07/15 07:00:22+00,2291
-93.23104091,44.90443335,0054XX 29TH AVE S,MP202079166         ,3,2020/03/26 00:00:00+00,18,2020/03/25 00:00:00+00,2020/03/26 00:18:00+00,2146,ROBPAG  ,ROBBERY PER AGG               ,4,2020/03/26 00:00:00+00,13427,-93.23104346,44.9044337,-10378432,5606489,Wenonah,2020/03/26 00:00:00+00,2020/07/15 07:00:22+00,2292
-93.24130865,44.95824875,0024XX MINNEHAHA AVE ,MP202079185         ,3,2020/03/26 00:00:00+00,47,2020/03/25 00:00:00+00,2020/03/26 00:47:00+00,2225,ROBPAG  ,ROBBERY PER AGG               ,4,2020/03/26 00:00:00+00,21425,-93.24131479,44.95825189,-10379575,5614951,Seward,2020/03/30 00:00:00+00,2020/07/15 07:00:22+00,2293
-93.23695182,44.9627491,0024XX FRANKLIN AVE E,MP202079186         ,3,2020/03/26 00:00:00+00,117,2020/03/25 00:00:00+00,2020/03/26 01:17:00+00,2130,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/03/26 00:00:00+00,21869,-93.23695301,44.96275542,-10379090,5615659,Seward,2020/03/31 00:00:00+00,2020/07/15 07:00:22+00,2294
-93.29562978,44.99828183,0018XX FREMONT AVE N,MP202079290         ,4,2020/03/26 00:00:00+00,202,2020/03/26 00:00:00+00,2020/03/26 02:02:00+00,35,DASTR   ,DOMESTIC ASSAULT/STRANGULATION,5,2020/03/26 00:00:00+00,15077,-93.29563845,44.99828543,-10385622,5621251,Near - North,2020/03/26 00:00:00+00,2020/07/15 07:00:22+00,2295
-93.28322404,44.96692496,0003XX OAK GROVE ST ,MP202079301         ,1,2020/03/26 00:00:00+00,225,2020/03/26 00:00:00+00,2020/03/26 02:25:00+00,105,DASTR   ,DOMESTIC ASSAULT/STRANGULATION,5,2020/03/26 00:00:00+00,15057,-93.28322844,44.96692818,-10384241,5616316,Loring Park,2020/03/26 00:00:00+00,2020/07/15 07:00:22+00,2296
-93.25549305,44.96093121,0013XX 22ND ST E,MP202079341         ,3,2020/03/26 00:00:00+00,647,2020/03/26 00:00:00+00,2020/03/26 06:47:00+00,120,DASTR   ,DOMESTIC ASSAULT/STRANGULATION,5,2020/03/26 00:00:00+00,17791,-93.25549908,44.96093146,-10381154,5615373,Ventura Village,2020/03/26 00:00:00+00,2020/07/15 07:00:22+00,2297
-93.25238488,44.95822968,0024XX BLOOMINGTON AVE ,MP202079351         ,3,2020/03/26 00:00:00+00,709,2020/03/25 00:00:00+00,2020/03/26 07:09:00+00,2158,BURGB   ,BURGLARY OF BUSINESS          ,6,2020/03/26 00:00:00+00,21469,-93.25239248,44.95823569,-10380808,5614948,East Phillips,2020/03/27 00:00:00+00,2020/07/15 07:00:22+00,2298
-93.26967745,44.97774136,0005XX MARQUETTE AVE ,MP202079365         ,1,2020/03/26 00:00:00+00,409,2020/03/26 00:00:00+00,2020/03/26 04:09:00+00,200,ROBPAG  ,ROBBERY PER AGG               ,4,2020/03/26 00:00:00+00,17245,-93.26967792,44.97774511,-10382733,5618018,Downtown West,2020/03/26 00:00:00+00,2020/07/15 07:00:22+00,2299
-93.26942592,44.97020441,,MP202079375         ,1,2020/03/26 00:00:00+00,338,2020/03/25 00:00:00+00,2020/03/26 03:38:00+00,2217,ROBPER  ,ROBBERY OF PERSON             ,4,2020/03/26 00:00:00+00,,-93.26943,44.97021,-10382705,5616832,Downtown West,2020/03/26 00:00:00+00,2020/07/15 07:00:22+00,2300
-93.2778072,44.96747155,0015XX NICOLLET AVE ,MP202079423         ,1,2020/03/26 00:00:00+00,602,2020/03/19 00:00:00+00,2020/03/26 06:02:00+00,600,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/03/26 00:00:00+00,21650,-93.27781525,44.96747488,-10383638,5616402,Loring Park,2020/03/26 00:00:00+00,2020/07/15 07:00:22+00,2301
-93.29558486,45.01945628,0035XX FREMONT AVE N,MP202079436         ,4,2020/03/26 00:00:00+00,742,2020/03/26 00:00:00+00,2020/03/26 07:42:00+00,618,ASLT2   ,ASSLT W/DNGRS WEAPON          ,5,2020/03/26 00:00:00+00,10414,-93.29559254,45.01946107,-10385617,5624585,Folwell,2020/03/26 00:00:00+00,2020/07/15 07:00:22+00,2302
-93.23947609,44.94836327,0022XX LAKE ST E,MP202079437         ,3,2020/03/26 00:00:00+00,700,2020/03/26 00:00:00+00,2020/03/26 07:00:00+00,600,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/03/26 00:00:00+00,19113,-93.23947859,44.94836879,-10379371,5613396,Corcoran,2020/03/26 00:00:00+00,2020/07/15 07:00:22+00,2303
-93.27353122,44.98855573,0007XX 1ST ST N,MP202079454         ,1,2020/03/26 00:00:00+00,803,2020/03/25 00:00:00+00,2020/03/26 08:03:00+00,1430,THEFT   ,OTHER THEFT                   ,7,2020/03/26 00:00:00+00,19562,-93.27353796,44.98855577,-10383162,5619720,North Loop,2020/03/26 00:00:00+00,2020/07/15 07:00:22+00,2304
-93.261916,44.98044197,0003XX 2ND ST S,MP202079516         ,1,2020/03/26 00:00:00+00,1027,2019/11/01 00:00:00+00,2020/03/26 10:27:00+00,900,THEFT   ,OTHER THEFT                   ,7,2020/03/26 00:00:00+00,20491,-93.26191627,44.98044364,-10381869,5618443,Downtown West,2020/03/26 00:00:00+00,2020/07/15 07:00:22+00,2305
-93.26382043,44.96716648,0007XX 16TH ST E,MP202079517         ,1,2020/03/26 00:00:00+00,1034,2020/03/26 00:00:00+00,2020/03/26 10:34:00+00,1008,THEFT   ,OTHER THEFT                   ,7,2020/03/26 00:00:00+00,18915,-93.26382938,44.96716695,-10382081,5616354,Elliot Park,2020/03/26 00:00:00+00,2020/07/15 07:00:22+00,2306
-93.30449615,44.9833013,0005XX MORGAN AVE N,MP202079531         ,4,2020/03/26 00:00:00+00,1026,2020/03/25 00:00:00+00,2020/03/26 10:26:00+00,2000,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/03/26 00:00:00+00,14569,-93.30450442,44.98330189,-10386609,5618893,Harrison,2020/03/26 00:00:00+00,2020/07/15 07:00:22+00,2307
-93.26203279,44.94835691,0008XX LAKE ST E,MP202079564         ,3,2020/03/26 00:00:00+00,1135,2020/03/25 00:00:00+00,2020/03/26 11:35:00+00,2050,ROBPAG  ,ROBBERY PER AGG               ,4,2020/03/26 00:00:00+00,19111,-93.26204108,44.94835805,-10381882,5613395,Powderhorn Park,2020/03/26 00:00:00+00,2020/07/15 07:00:22+00,2308
-93.25166623,45.01496673,0007XX 26TH AVE NE,MP202079579         ,2,2020/03/26 00:00:00+00,1156,2020/03/25 00:00:00+00,2020/03/26 11:56:00+00,2200,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/03/26 00:00:00+00,11308,-93.25167084,45.01497148,-10380728,5623878,Holland,2020/03/26 00:00:00+00,2020/07/15 07:00:22+00,2309
-93.29051836,44.96270461,,MP202079680         ,5,2020/03/26 00:00:00+00,1428,2020/03/26 00:00:00+00,2020/03/26 14:28:00+00,1322,TMVP    ,THEFT-MOTR VEH PARTS          ,7,2020/03/26 00:00:00+00,,-93.29052,44.96271,-10385053,5615652,Lowry Hill East,2020/03/26 00:00:00+00,2020/07/15 07:00:22+00,2310
-93.29317738,44.9500417,,MP202079688         ,5,2020/03/26 00:00:00+00,1549,2020/03/26 00:00:00+00,2020/03/26 15:49:00+00,1330,ASLT2   ,ASSLT W/DNGRS WEAPON          ,5,2020/03/26 00:00:00+00,,-93.29318,44.95004,-10385349,5613660,Lowry Hill East,2020/03/26 00:00:00+00,2020/07/15 07:00:22+00,2311
-93.23157091,44.94926607,0029XX 28TH AVE S,MP202079700         ,3,2020/03/25 00:00:00+00,2100,2020/03/25 00:00:00+00,2020/03/25 21:00:00+00,1200,TMVP    ,THEFT-MOTR VEH PARTS          ,7,2020/03/26 00:00:00+00,20289,-93.23157764,44.94927211,-10378491,5613538,Longfellow,2020/03/27 00:00:00+00,2020/07/15 07:00:22+00,2312
-93.29568368,44.95463805,0026XX FREMONT AVE S,MP202079766         ,5,2020/03/26 00:00:00+00,1539,2020/03/26 00:00:00+00,2020/03/26 15:39:00+00,1330,BURGD   ,BURGLARY OF DWELLING          ,6,2020/03/26 00:00:00+00,17598,-93.29568935,44.95464369,-10385628,5614383,Lowry Hill East,2020/03/26 00:00:00+00,2020/07/15 07:00:22+00,2313
-93.26765624,44.95822968,0024XX PORTLAND AVE ,MP202079800         ,3,2020/03/26 00:00:00+00,1611,2020/03/26 00:00:00+00,2020/03/26 16:11:00+00,1530,ROBPER  ,ROBBERY OF PERSON             ,4,2020/03/26 00:00:00+00,20698,-93.26766409,44.95823502,-10382508,5614948,Phillips West,2020/03/26 00:00:00+00,2020/07/15 07:00:22+00,2314
-93.21348783,44.95440919,,MP202079805         ,3,2020/03/26 00:00:00+00,1613,2020/03/26 00:00:00+00,2020/03/26 16:13:00+00,1400,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/03/26 00:00:00+00,,-93.2135,44.95441,-10376478,5614347,Cooper,2020/03/26 00:00:00+00,2020/07/15 07:00:22+00,2315
-93.28141843,44.93319163,0038XX PILLSBURY AVE ,MP202079806         ,5,2020/03/26 00:00:00+00,1758,2020/03/26 00:00:00+00,2020/03/26 17:58:00+00,30,DASTR   ,DOMESTIC ASSAULT/STRANGULATION,5,2020/03/26 00:00:00+00,11541,-93.28142058,44.93319559,-10384040,5611010,King Field,2020/03/26 00:00:00+00,2020/07/15 07:00:22+00,2316
-93.26257177,44.95821697,0024XX CHICAGO AVE ,MP202079814         ,3,2020/03/26 00:00:00+00,1532,2020/03/26 00:00:00+00,2020/03/26 15:32:00+00,1400,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/03/26 00:00:00+00,18932,-93.26257942,44.95822156,-10381942,5614946,Midtown Phillips,2020/03/30 00:00:00+00,2020/07/15 07:00:22+00,2317
-93.27257002,44.97957144,,MP202079852         ,1,2020/03/26 00:00:00+00,1636,2020/03/26 00:00:00+00,2020/03/26 16:36:00+00,1600,TFPER   ,THEFT FROM PERSON SNATCH/GRAB ,7,2020/03/27 00:00:00+00,,-93.27257,44.97957,-10383055,5618306,Downtown West,2020/03/27 00:00:00+00,2020/07/15 07:00:22+00,2318
-93.31060469,44.9248983,0043XX WEST LAKE HARRIET PKWY ,MP202079871         ,5,2020/03/26 00:00:00+00,1855,2020/03/19 00:00:00+00,2020/03/26 18:55:00+00,1200,BURGD   ,BURGLARY OF DWELLING          ,6,2020/03/27 00:00:00+00,19944,-93.31060885,44.924899,-10387289,5609706,Linden Hills,2020/03/27 00:00:00+00,2020/07/15 07:00:22+00,2319
-93.22883105,45.00363652,0015XX NEW BRIGHTON BLVD ,MP202079890         ,2,2020/03/26 00:00:00+00,1721,2020/03/26 00:00:00+00,2020/03/26 17:21:00+00,1632,THEFT   ,OTHER THEFT                   ,7,2020/03/27 00:00:00+00,21511,-93.22883412,45.00363907,-10378186,5622094,Northeast Park,2020/03/27 00:00:00+00,2020/07/15 07:00:22+00,2320
-93.30950875,45.01233761,0030XX QUEEN AVE N,MP202079904         ,4,2020/03/26 00:00:00+00,2134,2020/03/26 00:00:00+00,2020/03/26 21:34:00+00,1702,BURGD   ,BURGLARY OF DWELLING          ,6,2020/03/27 00:00:00+00,19853,-93.30951063,45.01233951,-10387167,5623464,Jordan,2020/03/27 00:00:00+00,2020/07/15 07:00:22+00,2321
-93.26285025,44.97814805,0004XX 3RD ST S,MP202079907         ,1,2020/03/26 00:00:00+00,1757,2020/03/26 00:00:00+00,2020/03/26 17:57:00+00,1340,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/03/26 00:00:00+00,18615,-93.26285722,44.97815353,-10381973,5618082,Downtown West,2020/03/26 00:00:00+00,2020/07/15 07:00:22+00,2322
-93.21514971,44.99067135,0010XX 27TH AVE SE,MP202079966         ,2,2020/03/26 00:00:00+00,1935,2020/02/26 00:00:00+00,2020/03/26 19:35:00+00,700,BURGD   ,BURGLARY OF DWELLING          ,6,2020/03/27 00:00:00+00,20134,-93.21515086,44.99067227,-10376663,5620053,Como,2020/03/27 00:00:00+00,2020/07/15 07:00:22+00,2323
-93.27353122,44.98855573,0007XX 1ST ST N,MP202079983         ,1,2020/03/26 00:00:00+00,1826,2020/03/26 00:00:00+00,2020/03/26 18:26:00+00,1130,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/03/27 00:00:00+00,19562,-93.27353796,44.98855577,-10383162,5619720,North Loop,2020/03/27 00:00:00+00,2020/07/15 07:00:22+00,2324
-93.2403205,45.01499214,0013XX 26TH AVE NE,MP202079993         ,2,2020/03/26 00:00:00+00,1901,2020/03/26 00:00:00+00,2020/03/26 19:01:00+00,1815,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/03/27 00:00:00+00,20087,-93.24032175,45.01499722,-10379465,5623882,Audubon Park,2020/03/27 00:00:00+00,2020/07/15 07:00:22+00,2325
-93.22974733,44.90625304,0053XX 30TH AVE S,MP202080004         ,3,2020/03/26 00:00:00+00,1858,2020/03/24 00:00:00+00,2020/03/26 18:58:00+00,1200,THEFT   ,OTHER THEFT                   ,7,2020/03/27 00:00:00+00,20896,-93.22975448,44.90625734,-10378288,5606775,Keewaydin,2020/03/27 00:00:00+00,2020/07/15 07:00:22+00,2326
-93.27318986,44.97467841,00008X 9TH ST S,MP202080024         ,1,2020/03/26 00:00:00+00,1916,2020/03/26 00:00:00+00,2020/03/26 19:16:00+00,1916,THEFT   ,OTHER THEFT                   ,7,2020/03/26 00:00:00+00,18754,-93.27319195,44.9746796,-10383124,5617536,Downtown West,2020/03/28 00:00:00+00,2020/07/15 07:00:22+00,2327
-93.26009242,44.95238124,0027XX 10TH AVE S,MP202080092         ,3,2020/03/26 00:00:00+00,2138,2020/03/26 00:00:00+00,2020/03/26 21:38:00+00,530,BURGD   ,BURGLARY OF DWELLING          ,6,2020/03/27 00:00:00+00,18401,-93.26009271,44.95238756,-10381666,5614028,Midtown Phillips,2020/03/27 00:00:00+00,2020/07/15 07:00:22+00,2328
-93.29254856,44.94835691,0010XX LAKE ST W,MP202080122         ,5,2020/03/26 00:00:00+00,2152,2020/03/26 00:00:00+00,2020/03/26 21:52:00+00,2038,ROBBIZ  ,ROBBERY OF BUSINESS           ,4,2020/03/27 00:00:00+00,17304,-93.2925539,44.94836154,-10385279,5613395,Lowry Hill East,2020/03/31 00:00:00+00,2020/07/15 07:00:22+00,2329
-93.27654058,44.96004766,0022XX 1ST AVE S,MP202047090         ,5,2020/02/21 00:00:00+00,1409,2020/02/21 00:00:00+00,2020/02/21 14:09:00+00,1328,ROBPAG  ,ROBBERY PER AGG               ,4,2020/02/27 00:00:00+00,17959,-93.27654415,44.96004983,-10383497,5615234,Whittier,2020/02/27 00:00:00+00,2020/07/15 07:00:22+00,2330
-93.21783567,44.95471433,0026XX 38TH AVE S,MP202047158         ,3,2020/02/21 00:00:00+00,1521,2020/02/21 00:00:00+00,2020/02/21 15:21:00+00,400,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/02/27 00:00:00+00,13696,-93.21783645,44.95471984,-10376962,5614395,Seward,2020/02/27 00:00:00+00,2020/07/15 07:00:22+00,2331
-93.24327596,44.96852022,0020XX RIVERSIDE AVE ,MP202048598         ,1,2020/02/26 00:00:00+00,1711,2020/02/22 00:00:00+00,2020/02/26 17:11:00+00,2230,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/02/27 00:00:00+00,18784,-93.24328005,44.96852393,-10379794,5616567,CEDAR RSIDE/WEST BANK,2020/02/27 00:00:00+00,2020/07/15 07:00:22+00,2332
-93.26775505,44.91520428,0048XX PORTLAND AVE ,MP202049609         ,3,2020/02/24 00:00:00+00,1245,2020/02/24 00:00:00+00,2020/02/24 12:45:00+00,700,TMVP    ,THEFT-MOTR VEH PARTS          ,7,2020/02/27 00:00:00+00,14512,-93.26775784,44.91521058,-10382519,5608182,Field,2020/02/27 00:00:00+00,2020/07/15 07:00:22+00,2333
-93.22730392,44.93231402,0038XX HIAWATHA AVE ,MP202051385         ,3,2020/02/26 00:00:00+00,834,2020/02/26 00:00:00+00,2020/02/26 08:34:00+00,834,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/02/27 00:00:00+00,13503,-93.22730894,44.93231929,-10378016,5610872,Howe,2020/02/27 00:00:00+00,2020/07/15 07:00:22+00,2334
-93.26135905,44.9519553,0008XX 28TH ST E,MP202051403         ,3,2020/02/26 00:00:00+00,1337,2020/02/26 00:00:00+00,2020/02/26 13:37:00+00,1035,THEFT   ,OTHER THEFT                   ,7,2020/02/27 00:00:00+00,15519,-93.26136643,44.95195537,-10381807,5613961,Midtown Phillips,2020/02/27 00:00:00+00,2020/07/15 07:00:22+00,2335
-93.24483005,44.94042823,0034XX 19TH AVE S,MP202051406         ,3,2020/02/26 00:00:00+00,912,2020/02/25 00:00:00+00,2020/02/26 09:12:00+00,900,TMVP    ,THEFT-MOTR VEH PARTS          ,7,2020/02/27 00:00:00+00,11614,-93.24483453,44.94043197,-10379967,5612148,Corcoran,2020/02/27 00:00:00+00,2020/07/15 07:00:22+00,2336
-93.25438812,44.96273003,0014XX FRANKLIN AVE E,MP202051431         ,3,2020/02/26 00:00:00+00,1102,2020/02/26 00:00:00+00,2020/02/26 11:02:00+00,1102,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/02/27 00:00:00+00,17524,-93.25439256,44.96273055,-10381031,5615656,Ventura Village,2020/02/27 00:00:00+00,2020/07/15 07:00:22+00,2337
-93.26967745,44.97774136,0005XX MARQUETTE AVE ,MP202051432         ,1,2020/02/26 00:00:00+00,1138,2020/02/26 00:00:00+00,2020/02/26 11:38:00+00,1,BURGB   ,BURGLARY OF BUSINESS          ,6,2020/02/27 00:00:00+00,17245,-93.26967792,44.97774511,-10382733,5618018,Downtown West,2020/02/27 00:00:00+00,2020/07/15 07:00:22+00,2338
-93.26135905,44.9519553,0008XX 28TH ST E,MP202051491         ,3,2020/02/26 00:00:00+00,1457,2020/02/26 00:00:00+00,2020/02/26 14:57:00+00,1035,THEFT   ,OTHER THEFT                   ,7,2020/02/27 00:00:00+00,15519,-93.26136643,44.95195537,-10381807,5613961,Midtown Phillips,2020/02/27 00:00:00+00,2020/07/15 07:00:22+00,2339
-93.26135905,44.9519553,0008XX 28TH ST E,MP202051494         ,3,2020/02/26 00:00:00+00,1422,2020/02/26 00:00:00+00,2020/02/26 14:22:00+00,1035,THEFT   ,OTHER THEFT                   ,7,2020/02/27 00:00:00+00,15519,-93.26136643,44.95195537,-10381807,5613961,Midtown Phillips,2020/02/27 00:00:00+00,2020/07/15 07:00:22+00,2340
-93.26510502,44.96179567,0021XX PARK AVE ,MP202051516         ,3,2020/02/26 00:00:00+00,1519,2020/02/26 00:00:00+00,2020/02/26 15:19:00+00,1151,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/02/26 00:00:00+00,17442,-93.26511036,44.96180011,-10382224,5615509,Ventura Village,2020/03/02 00:00:00+00,2020/07/15 07:00:22+00,2341
-93.29104837,44.99469906,0015XX BRYANT AVE N,MP202051561         ,4,2020/02/26 00:00:00+00,1406,2020/02/26 00:00:00+00,2020/02/26 14:06:00+00,1130,DASTR   ,DOMESTIC ASSAULT/STRANGULATION,5,2020/02/26 00:00:00+00,16140,-93.29105405,44.99470492,-10385112,5620687,Near - North,2020/02/27 00:00:00+00,2020/07/15 07:00:22+00,2342
-93.25094757,44.99170054,,MP202051565         ,2,2020/02/26 00:00:00+00,1210,2020/02/25 00:00:00+00,2020/02/26 12:10:00+00,1200,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/02/27 00:00:00+00,,-93.25095,44.99171,-10380648,5620215,MARCY-HOLMES,2020/02/27 00:00:00+00,2020/07/15 07:00:22+00,2343
-93.31462915,44.92777948,0041XX UPTON AVE S,MP202051634         ,5,2020/02/26 00:00:00+00,1532,2020/02/26 00:00:00+00,2020/02/26 15:32:00+00,1205,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/02/27 00:00:00+00,12539,-93.31462944,44.9277857,-10387737,5610159,Linden Hills,2020/02/27 00:00:00+00,2020/07/15 07:00:22+00,2344
-93.2968425,45.01045143,0029XX GIRARD AVE N,MP202051639         ,4,2020/02/26 00:00:00+00,1432,2020/02/24 00:00:00+00,2020/02/26 14:32:00+00,0,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/02/27 00:00:00+00,10585,-93.29684327,45.01045493,-10385757,5623167,Jordan,2020/02/27 00:00:00+00,2020/07/15 07:00:22+00,2345
-93.21276918,44.97935539,0006XX KASOTA AVE ,MP202051665         ,2,2020/02/26 00:00:00+00,1511,2020/02/25 00:00:00+00,2020/02/26 15:11:00+00,1400,TMVP    ,THEFT-MOTR VEH PARTS          ,7,2020/02/27 00:00:00+00,13200,-93.21277011,44.97935835,-10376398,5618272,Como,2020/02/27 00:00:00+00,2020/07/15 07:00:22+00,2346
-93.20418128,44.90643119,0053XX MINNEHAHA AVE ,MP202051669         ,3,2020/02/26 00:00:00+00,1517,2020/02/25 00:00:00+00,2020/02/26 15:17:00+00,2300,DASLT2  ,2ND DEG DOMES ASLT            ,5,2020/02/26 00:00:00+00,16263,-93.20418268,44.9064315,-10375442,5606803,Minnehaha,2020/02/27 00:00:00+00,2020/07/15 07:00:22+00,2347
-93.27790602,44.9386287,0035XX NICOLLET AVE ,MP202051682         ,5,2020/02/26 00:00:00+00,1520,2020/02/26 00:00:00+00,2020/02/26 15:20:00+00,1425,SHOPLF  ,SHOPLIFTING                   ,7,2020/02/27 00:00:00+00,15412,-93.2779141,44.93863463,-10383649,5611865,Lyndale,2020/02/27 00:00:00+00,2020/07/15 07:00:22+00,2348
-93.29563876,44.99469271,0015XX FREMONT AVE N,MP202051684         ,4,2020/02/26 00:00:00+00,1841,2020/02/26 00:00:00+00,2020/02/26 18:41:00+00,800,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/02/27 00:00:00+00,21078,-93.29564644,44.99469314,-10385623,5620686,Near - North,2020/02/27 00:00:00+00,2020/07/15 07:00:22+00,2349
-93.27282155,44.94580739,0031XX 3RD AVE S,MP202051688         ,3,2020/02/26 00:00:00+00,2125,2020/02/26 00:00:00+00,2020/02/26 21:25:00+00,850,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/02/27 00:00:00+00,11926,-93.27282893,44.94581327,-10383083,5612994,Central,2020/02/27 00:00:00+00,2020/07/15 07:00:22+00,2350
-93.22883105,45.00363652,0015XX NEW BRIGHTON BLVD ,MP202051746         ,2,2020/02/26 00:00:00+00,1917,2020/02/26 00:00:00+00,2020/02/26 19:17:00+00,1550,SHOPLF  ,SHOPLIFTING                   ,7,2020/02/27 00:00:00+00,21511,-93.22883412,45.00363907,-10378186,5622094,Northeast Park,2020/04/03 00:00:00+00,2020/07/15 07:00:22+00,2351
-93.27252511,44.97832598,00003X 6TH ST S,MP202051752         ,1,2020/02/26 00:00:00+00,1900,2020/02/26 00:00:00+00,2020/02/26 19:00:00+00,1559,SHOPLF  ,SHOPLIFTING                   ,7,2020/02/26 00:00:00+00,17241,-93.27252943,44.97833114,-10383050,5618110,Downtown West,2020/02/27 00:00:00+00,2020/07/15 07:00:22+00,2352
-93.27790602,44.9386287,0035XX NICOLLET AVE ,MP202051760         ,5,2020/02/26 00:00:00+00,1714,2020/02/26 00:00:00+00,2020/02/26 17:14:00+00,1535,SHOPLF  ,SHOPLIFTING                   ,7,2020/02/27 00:00:00+00,15412,-93.2779141,44.93863463,-10383649,5611865,Lyndale,2020/02/27 00:00:00+00,2020/07/15 07:00:22+00,2353
-93.25092063,45.0083937,0019XX QUINCY ST NE,MP202051765         ,2,2020/02/26 00:00:00+00,1906,2020/02/24 00:00:00+00,2020/02/26 19:06:00+00,1609,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/02/27 00:00:00+00,11425,-93.25092574,45.00839988,-10380645,5622843,Holland,2020/02/27 00:00:00+00,2020/07/15 07:00:22+00,2354
-93.24912399,45.01151837,0023XX JACKSON ST NE,MP202051768         ,2,2020/02/26 00:00:00+00,1733,2020/02/26 00:00:00+00,2020/02/26 17:33:00+00,1500,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/02/27 00:00:00+00,11150,-93.2491276,45.01152123,-10380445,5623335,Holland,2020/02/27 00:00:00+00,2020/07/15 07:00:22+00,2355
-93.30190002,45.01047683,0029XX KNOX AVE N,MP202051789         ,4,2020/02/26 00:00:00+00,1655,2020/02/26 00:00:00+00,2020/02/26 16:55:00+00,1230,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/02/27 00:00:00+00,13653,-93.3019035,45.01048002,-10386320,5623171,Jordan,2020/02/27 00:00:00+00,2020/07/15 07:00:22+00,2356
-93.27431276,44.97449412,0009XX NICOLLET MALL  ,MP202051805         ,1,2020/02/26 00:00:00+00,1705,2020/02/26 00:00:00+00,2020/02/26 17:05:00+00,1700,THEFT   ,OTHER THEFT                   ,7,2020/02/27 00:00:00+00,19563,-93.27431687,44.97449942,-10383249,5617507,Downtown West,2020/02/27 00:00:00+00,2020/07/15 07:00:22+00,2357
